Artist Name,Artist ID,Popularity,Followers,Genres,Genre Queried,Artist Image
punchnello,5enwJ9yOnKlCP91ov4Dqhv,45,155516,"k-rap, korean r&b",k-rap,https://i.scdn.co/image/ab6761610000e5ebcad973b778dc99f90492c017
Mac Lethal,37xeUAohEFPICmvIRw4jil,39,117173,"battle rap, indie pop rap, kansas city hip hop",k-rap,https://i.scdn.co/image/ab6761610000e5eb3e13543f909ac32927bff8af
Dumbfoundead,7LTShHcq1KdTrWeLvWoYed,40,129557,"asian american hip hop, battle rap, k-rap",k-rap,https://i.scdn.co/image/ab6761610000e5eb44f8dad2e9b97da7f3737a29
Ulukmanapo,1nQdZyarkEApwhC24Ftdpk,53,293801,"central asian hip hop, kyrgyz hip hop, russian gangster rap",k-rap,https://i.scdn.co/image/ab6761610000e5eb6f0496ff8902f80d3a91968c
TRADE L,6b29EYSqnLhUyxC3yyNbyr,45,41110,k-rap,k-rap,https://i.scdn.co/image/ab6761610000e5eb2ab15440ba99616a13da43d8
Woo,5a8EJtOEbUJDF4RX3mKK02,45,172007,k-rap,k-rap,https://i.scdn.co/image/ab6761610000e5eb00db9262ac0cd2825f780538
YANGHONGWON,1SsVqqC31h54Hg08g7uQhM,48,93329,"k-rap, korean underground rap",k-rap,https://i.scdn.co/image/ab6761610000e5eb173030fcb47d03c0328a9a5c
Woodie Gochild,6iLGJqxVgxxWsJe5bW4dxt,44,146780,"k-rap, korean r&b",k-rap,https://i.scdn.co/image/ab67616d0000b2734fa8d464451ed316683179ac
JUSTHIS,0Ch0t9gI47Lkal71uQnmV3,46,134125,k-rap,k-rap,https://i.scdn.co/image/ab6761610000e5eb386dde3f44c53beaaa9607a0
Gist,7MWT3sTDz6GemZla4Y5oCk,46,30103,k-rap,k-rap,https://i.scdn.co/image/ab6761610000e5ebb63789140ef8eb4d39e4b02c
TOIL,698zn8fEOIr1OrfqG4283S,47,113976,k-rap,k-rap,https://i.scdn.co/image/ab6761610000e5eb078840d41e1ac86f88d7522e
HOMIES,3PpfvyyncoZ79IgYe0Uls0,46,84086,korean underground rap,k-rap,https://i.scdn.co/image/ab6761610000e5eb8f08b378da7264ab55dbfd83
Dok2,0rW6fVd3yuW2CF2sLYWQtE,44,120900,"k-rap, korean old school hip hop",k-rap,https://i.scdn.co/image/ab6761610000e5eba9be0c2f235599ed9351ebea
Primary,4QDcs3XrA8uHUZ7Xt9Ytep,46,97095,"k-indie, k-rap, korean city pop",k-rap,https://i.scdn.co/image/ab67616d0000b27330b6adc29d752c16f25ff834
The Quiett,2qI1pO64eYqGUiv1XTw4cy,45,111108,"k-rap, korean r&b, korean trap",k-rap,https://i.scdn.co/image/ab6761610000e5eb3c123b9a811b692acff4c822
Lil Zey,7Gx2wDVHyW5HJh7dc2t5h7,55,439925,"turkce kadin rap, turkish hip hop, turkish trap",k-rap,https://i.scdn.co/image/ab6761610000e5eba6ebb38642af82d38d0f6fd4
True Damage,7xX15v6ahAkcT14kHfB9wB,45,128142,k-rap,k-rap,https://i.scdn.co/image/ab6761610000e5eb0b2aa63831c896d798875548
Balming Tiger,6vbKIm1WsvhMMDpthYONc1,45,87915,k-rap,k-rap,https://i.scdn.co/image/ab6761610000e5eb48893e61301c1541b6e7b13c
Mad Clown,0dX6tgZKWpamoFHFuXFhwd,49,124131,"k-rap, korean pop",k-rap,https://i.scdn.co/image/ab67616d0000b27396d6835bdd87126f00b4b4e2
Verbal Jint,24sQuJhQ85ZygDG7sUVUxR,45,72521,"k-rap, korean old school hip hop",k-rap,https://i.scdn.co/image/ab6772690000c46c58d08bf71902410dac32d765
Wendyyy,1NrqtKwAa1VXMWxREFlPPB,39,104344,rap kreyol,k-rap,https://i.scdn.co/image/ab67616d0000b2731dd6f20faba51ca130055e46
BLOO,3ghCvruix2FYZ81DHRlOt1,45,323399,k-rap,k-rap,https://i.scdn.co/image/ab6761610000e5ebbb9805c85f10044799657afb
Paloalto,2Yv0nlRtzgPl6u0dsS2hFv,44,49613,k-rap,k-rap,https://i.scdn.co/image/ab6761610000e5ebce658747605cc5eb4abb28ef
sokodomo,23LskvW8ErKu8v1teU7xFZ,43,52123,k-rap,k-rap,https://i.scdn.co/image/ab6761610000e5ebf9e139b41ac9d04a148a66c4
Tony Mix,3JUJlrHmHxgtat8uJSUXjo,40,45047,"kompa, raboday, rap kreyol",k-rap,https://i.scdn.co/image/ab6761610000e5ebab7c995c199bae1bd57eafa2
Skinny Brown,0E0fq98DMHhkAgiXWpCViX,45,61536,k-rap,k-rap,https://i.scdn.co/image/ab6761610000e5eb7d1535bb6422cb339bf274de
Omega Sapien,46KQM3HJyONaKRTbcfNPlU,44,19723,korean underground rap,k-rap,https://i.scdn.co/image/ab6761610000e5eb25c22239e3938f61855c37ed
TROUBLEBOY HITMAKER,7cvWJwt9kcAUzu4bdOBAio,39,71525,rap kreyol,k-rap,https://i.scdn.co/image/ab6761610000e5ebb2994e85776e09a53e58fbc7
AKA,1QIghPIrXQQ22G1yNtAKFX,52,829056,"kasi rap, south african hip hop, south african pop",k-rap,https://i.scdn.co/image/ab6761610000e5ebb827adf3540ee5f1a538e89c
Cassper Nyovest,18CJ8k3h2Rggioow01dlwP,50,1129294,"afro soul, kasi rap, south african hip hop, south african pop, south african trap",k-rap,https://i.scdn.co/image/ab6761610000e5eb37c04c88585d0703613f0ad9
BLASÉ,6XsOOgLCtnkkOv2uhZXuB0,43,35281,"k-rap, korean drill",k-rap,https://i.scdn.co/image/ab6761610000e5eb9be9d32c27015c713e927574
Loopy,3l9s67pOK4Stw9yW1wr0Bg,44,94482,k-rap,k-rap,https://i.scdn.co/image/ab6761610000e5eb9e93d5e6a7e89c6cbdff3c72
Kim Seungmin,31VffPWiL2AAwNIMODB9qZ,44,78767,"k-rap, korean r&b, korean trap",k-rap,https://i.scdn.co/image/ab6761610000e5ebd0ac399ad60bc9ed40f22fec
Baky,3bIpszMh2QVDRLw1knzG5h,38,104156,rap kreyol,k-rap,https://i.scdn.co/image/ab6761610000e5ebd173b69e917b7b554dd38205
BUMKEY,3vhZuZdMksbnJwoE3AwpXq,44,101651,"k-rap, korean pop",k-rap,https://i.scdn.co/image/ab6761610000e5ebc28547dcaabea5e06b8dd004
twlv,7hKH0uNhhgWJCumCtKMYey,40,39716,"k-rap, korean r&b",k-rap,https://i.scdn.co/image/ab6761610000e5eb3736bcc84746f1b58e47c870
MC MONG,6gEWl778wJTkq4Uk5eBvgD,44,42586,"k-rap, korean pop",k-rap,https://i.scdn.co/image/ab6761610000e5ebe30f465a9378e55bfecd3410
K.O,3ilw3NJXRWd153LIBsme1z,51,509331,"afro soul, kasi rap, south african hip hop, south african pop, south african trap",k-rap,https://i.scdn.co/image/ab6761610000e5eb479d7ba40501ae2d5c80d4b4
5Lan,5soBVwhSyJeROoyNhL5MXi,40,21400,"kompa, kompa gouyad, rap kreyol",k-rap,https://i.scdn.co/image/ab67616d0000b273f4b84bf68db91f21190c1bc9
nafla,3Zn6C68VCosoQrxu4D2Btr,41,184436,k-rap,k-rap,https://i.scdn.co/image/ab6761610000e5ebefc8b150051b628cc80d282e
yankie,6a8KtGpAv3NHL713mcH08a,43,2086,"korean old school hip hop, korean underground rap",k-rap,https://i.scdn.co/image/ab67616d0000b273898cd6e4b27ce8c5be65fa76
Krovostok,0ksNNF08VvPbHDXN06mrYa,48,413497,"kavkaz, russian electronic, russian gangster rap, russian hip hop, russian trap",k-rap,https://i.scdn.co/image/ab6761610000e5ebcd6847bfd5410ad6ce17b5f9
SUPERBEE,0Q5XzDpn7DCI5jlubok4xb,42,85168,k-rap,k-rap,https://i.scdn.co/image/ab6761610000e5eb301c472c007caf0f0ae60fe5
Way Ched,75OcDAFGCzj0qehe1mADeM,40,51200,"k-rap, korean r&b",k-rap,https://i.scdn.co/image/ab6761610000e5eb3d89b25f121fe0b4e3d9c404
GD&TOP,3e3oLJehq4vQl2H0FAJnvn,43,580794,"k-pop, k-rap",k-rap,https://i.scdn.co/image/ab67616d0000b2735f1fdcba9a677d0c124e2c15
Noggano,04pgbTmxJbzxlVSV0sHLAV,46,235010,"kavkaz, russian gangster rap, russian hip hop",k-rap,https://i.scdn.co/image/ab6761610000e5eb442ec233c7d220736d9b4c85
Hash Swan,3yVEZNS0ateVfoj8FuazKg,41,100187,k-rap,k-rap,https://i.scdn.co/image/ab6761610000e5ebd4dcdd453c66c957114c0d1e
Swings,6F5tPDq3TIduDv2ki6O1Oq,41,89556,k-rap,k-rap,https://i.scdn.co/image/ab6761610000e5eb73f51614c61ec947471a4e1c
Future,1RyvyyTE3xzB2ZywiAwp0i,91,18393016,"atl hip hop, hip hop, rap, southern hip hop, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb6ef89e23678018c6d8630825
21 Savage,1URnnhqYAYcrqrcwql10ft,89,19881650,"atl hip hop, hip hop, rap",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb4f8f76117470957c0e81e5b2
Lil Baby,5f7VJjfbwm532GiveGC0ZK,86,18438276,"atl hip hop, atl trap, rap, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb6cad3eff5adc29e20f189a6c
Gunna,2hlmm7s2ICUX0LVIhVFlZQ,86,7906268,"atl hip hop, melodic rap, rap, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5ebb978b95b8e03351df8e103af
Playboi Carti,699OTQXzgjhIYAHMy9RyPD,86,11503629,"atl hip hop, plugg, pluggnb, rage rap, rap",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb73d4facbd619ae025b5588c7
Young Thug,50co4Is1HCEo8bhOyUWKpn,85,10346863,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb547d2b41c9f2c97318aad0ed
Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL,82,13261294,"atl hip hop, hip hop, rap",atl hip hop,https://i.scdn.co/image/ab6761610000e5ebc3dc5429b676b16d451e5f77
Lil Yachty,6icQOAFXDZKsumw3YXyusw,80,10141690,"atl hip hop, melodic rap, rap, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb86c7c38d4c8c461dba55035c
USHER,23zg3TcAtWQy7J6upgbUnj,82,12024938,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb716114797a4a644c67c5fa72
Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,79,4299114,"atl hip hop, hip hop, pop rap, rap, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb628143c3dd14fc995f925d56
Quavo,0VRj0yCOv2FXJNP47XQnx5,80,7562791,"atl hip hop, melodic rap, rap, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5ebd52229f479361a2375f6021c
Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo,77,5616972,"atl hip hop, dirty south rap, hip hop, pop rap, rap, southern hip hop, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5ebb9b77f64bd278ffde2c94428
Ludacris,3ipn9JLAPI5GUEo4y4jcoi,78,3074825,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap",atl hip hop,https://i.scdn.co/image/adcc1cb654e89f2e404688ae0d1bbc942ce02e5d
Migos,6oMuImdp5ZcFhWP0ESe6mG,76,13975191,"atl hip hop, hip hop, pop rap, rap, southern hip hop, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5ebf4593f7b778219838d858c34
2 Chainz,17lzZA2AlOHwCwFALHttmp,75,8072921,"atl hip hop, hip hop, pop rap, rap, southern hip hop, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5ebf556662d187b9191c421be1c
Outkast,1G9G7WwrXka3Z1r7aIDjI7,76,2792787,"atl hip hop, dirty south rap, hip hop, old school atlanta hip hop, rap, southern hip hop",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb0cb3f95b9f8f7337e135a925
T.I.,4OBJLual30L7gRl5UkeRcT,74,4831592,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb12057d342f33c61b3768f2bc
Lil Jon,7sfl4Xt5KmfyDs2T3SVSMK,74,1612471,"atl hip hop, crunk, dance pop, dirty south rap, gangster rap, old school atlanta hip hop, pop rap, southern hip hop, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5ebf893feb44e74c8b4c15ecc95
Jeezy,4yBK75WVCQXej1p04GWqxH,70,2426113,"atl hip hop, crunk, dirty south rap, gangster rap, old school atlanta hip hop, rap, southern hip hop, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb075a4c9d6da66addd8247c12
6LACK,4IVAbR2w4JJNJDDRFP3E83,73,4739182,"atl hip hop, melodic rap, r&b, rap, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5ebf8e7a2d1a01fd98e43ee57dc
Rich Homie Quan,5lHRUCqkQZCIWeX7xG4sYT,70,2863836,"atl hip hop, rap, southern hip hop, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5ebf4b802f5eb81d33fd2db292f
B.o.B,5ndkK3dpZLKtBklKjxNQwT,73,2068632,"atl hip hop, dance pop, pop rap, rap, southern hip hop",atl hip hop,https://i.scdn.co/image/ab6761610000e5eba0f6617187248f1488822905
TLC,0TImkz4nPqjegtVSMZnMRq,71,4067718,"atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb7356ae4581e46319f99c813a
Soulja Boy,6GMYJwaziB4ekv1Y6wCDWS,69,2118163,"atl hip hop, chicago bop, dance pop, pop rap, rap, southern hip hop, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb40fbebe8dee2989b9f4efe9d
Mike WiLL Made-It,0NWbwDZY1VkRqFafuQm6wk,67,1594302,"atl hip hop, rap, southern hip hop, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5eba1b8879b06ed8204f15d9bc0
Waka Flocka Flame,6f4XkbvYlXMH0QgVRzW0sM,66,2691540,"atl hip hop, dirty south rap, pop rap, rap, southern hip hop, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb098d901516df803fdfa7bb74
Jacquees,4tMm1dU6Gn04VAZ9ClHcIZ,68,2961964,"atl hip hop, pop r&b, pop rap, r&b, rap, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5eba7d5a211173d39face46b4bd
Rich The Kid,1pPmIToKXyGdsCF6LmqLmI,69,3382959,"atl hip hop, melodic rap, plugg, rap, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb831fd7e9e9fe1b0217791b94
Takeoff,3EW0kQ1skZiK1NHg3Spt9J,67,1970496,"atl hip hop, rap, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5ebd986fb8037e0b8e2f9f4f37d
Rylo Rodriguez,0gg11prPP6OqtUvBcKnPpq,64,532581,"alabama rap, atl trap, tennessee hip hop",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb856c18adbbf4f92ff6b6ac7f
André 3000,74V3dE1a51skRkdII8y2C6,66,576236,"atl hip hop, dirty south rap, hip hop, southern hip hop",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb1984263efe557e8116f0780a
Yung Joc,23LbwefIODbyGdRbAz3urj,64,819596,"atl hip hop, crunk, dirty south rap, southern hip hop, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb8d49307107224315c77594c1
Killer Mike,2N4EYkIlG1kv25g6Wv8LGI,64,455594,"alternative hip hop, atl hip hop, conscious hip hop, hip hop, old school atlanta hip hop, political hip hop, southern hip hop",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb529dee5aaa5b6d45813f93d9
Janelle Monáe,6ueGR6SWhUJfvEhqkvMsVs,67,1474290,"afrofuturism, alternative r&b, atl hip hop, neo soul, r&b",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb5dab878686269b7b8f4c3ab1
Ying Yang Twins,44PA0rCQXikgOWbfY7Fq7m,63,1129162,"atl hip hop, crunk, dirty south rap, old school atlanta hip hop, southern hip hop",atl hip hop,https://i.scdn.co/image/8a522c7faa13cf4321ca6bea075fd97f75f40cfe
Kelly Rowland,3AuMNF8rQAKOzjYppFNAoB,69,3489853,"atl hip hop, dance pop, hip pop, r&b, urban contemporary",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb7c614a2b3cedfc53e4679c2e
CeeLo Green,5nLYd9ST4Cnwy6NHaCxbj8,65,635354,"atl hip hop, pop rap",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb8079989370c50963b60ee7bc
Lil Jon & The East Side Boyz,3ciRvbBIVz9fBoPbtSYq4x,63,942374,"atl hip hop, atlanta bass, crunk, dirty south rap, old school atlanta hip hop, southern hip hop",atl hip hop,https://i.scdn.co/image/aafc4156598fa9f8f052ec5687e648ba9120f07e
Roscoe Dash,0bfX8pF8kuHNCs57Ms4jZb,61,256804,"atl hip hop, dirty south rap, futuristic swag, southern hip hop, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb2c240396ef0dbbc48da7550b
EARTHGANG,5MbNzCW3qokGyoo9giHA3V,63,865825,"atl hip hop, indie hip hop, psychedelic hip hop, rap, underground hip hop",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb7ce349c18f10c4a8c02aae7f
112,7urq0VfqxEYEEiZUkebXT4,66,1209097,"atl hip hop, boy band, contemporary r&b, hip pop, r&b, urban contemporary",atl hip hop,https://i.scdn.co/image/21a8b23a23a41f3736b2dd6a5df2d7dc8341ea05
K CAMP,5bgfj5zUoWpyeVatGDjn6H,59,1712996,"atl hip hop, melodic rap, southern hip hop, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb2948cd9251b72583d6319140
Jagged Edge,7Aq8lpLMSt1Zxu56pe9bmp,62,2136853,"atl hip hop, contemporary r&b, hip pop, r&b, urban contemporary",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb2bb45e7d9626f2fec4b6465f
Southside,23DYJsw4uSCguIqiTIDtcN,60,123640,"atl hip hop, atl trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb78c315b04122bfc826bf9697
Kenny Mason,4mwdnO2jZrMmMVrjcHsZBv,60,184514,"atl hip hop, indie hip hop",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb54afa59224c6b339e5cdab9f
Sleepy Brown,7Dnu2NmddNymEI2LMZVH5v,58,39534,atl hip hop,atl hip hop,https://i.scdn.co/image/ab6761610000e5eb8363b7f2bc77943132c81cfc
YFN Lucci,5Berubt6ysOy2LCMyqhmXP,56,2515516,"arkansas hip hop, atl hip hop, melodic rap, memphis hip hop, southern hip hop, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb98f604a9405b6425313f4089
Gnarls Barkley,5SbkVQYYzlw1kte75QIabH,65,549585,"atl hip hop, neo soul",atl hip hop,https://i.scdn.co/image/03e8855382d21e1cbf8172c03001ab8847889f38
MadeinTYO,5SyGEPymt1G2uto47tVWvZ,58,1025897,"atl hip hop, melodic rap, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5eba355df72cb79fb74616b7e23
Travis Porter,6z1cicLMt9XArxN10q7m8a,56,825909,"atl hip hop, dirty south rap, futuristic swag, southern hip hop, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb26fe30eb134b9db3c12adca2
Rittz,5sRhscbWRXFbjXtSZyfaWY,55,745547,"atl hip hop, country rap",atl hip hop,https://i.scdn.co/image/ab6761610000e5ebce3c73481367f5ad1961ef2d
Peewee Longway,0xTcxl35DKXUeYRWqY10w6,57,532863,"atl hip hop, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb4ff8940e951d730928fc470b
Cherish,1c70yCa8sRgIiQxl3HOEFo,64,629180,"atl hip hop, girl group, hip pop, r&b, southern hip hop, urban contemporary",atl hip hop,https://i.scdn.co/image/ab6761610000e5ebed896a298ee61f6cec91abc4
Jermaine Dupri,6nfYGe7IIuuP5bMY1jkJP6,57,496171,"atl hip hop, contemporary r&b, dirty south rap, hip pop, r&b, southern hip hop, urban contemporary",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb5b35a576c4e67e75bdc2fa68
Thouxanbanfauni,1O8X4zxUh4AdAPFttOTlLr,56,261579,"atl hip hop, cloud rap, melodic rap, plugg",atl hip hop,https://i.scdn.co/image/ab6761610000e5ebdbf5377535166fe7e30fbb4e
ILOVEMAKONNEN,3aGFCoR8xGN6DKwvdzeSja,57,362655,"atl hip hop, lgbtq+ hip hop, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5ebfc3b69ca13052ab7c7a2be1d
Trinidad James,0I5HubncQ8E1MFZOlPDY4J,55,318020,"atl hip hop, dirty south rap, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb0e152f74885845e942a7a6df
Bubba Sparxxx,3RPYHNSwe3w0mtfJwKIN9P,53,412378,"atl hip hop, country rap, dirty south rap, southern hip hop",atl hip hop,https://i.scdn.co/image/ab6761610000e5ebfeae893ef5a2e644b97c1cf9
Foogiano,5iyTbismzdvyjpjIuhKRvX,52,358943,"atl trap, southern hip hop",atl hip hop,https://i.scdn.co/image/ab6761610000e5ebfb5da5c5936782ca3f5c2e71
Lil Scrappy,5einkgXXrjhfYCyac1FANB,53,792436,"atl hip hop, crunk, dirty south rap, old school atlanta hip hop, southern hip hop",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb01efb1833b935f37207c3466
Big Boi,2ht3wxeT69CzyKFChNnNAB,54,446769,"atl hip hop, dirty south rap, hip hop, southern hip hop",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb7f3c0dffb5229c8734ff60b2
Gorilla Zoe,3Y365ZqTf6fJ4ZcRnLKPGt,51,878093,"atl hip hop, crunk, dirty south rap, futuristic swag, southern hip hop, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb64baf22b6487147489ea30b6
Young Dro,3ZooCJzNMTLpmJaIRUEorI,53,843908,"atl hip hop, crunk, dirty south rap, futuristic swag, old school atlanta hip hop, southern hip hop, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5ebce2091b416f6984c7828659b
Doe Boy,6aLoJJxz7MV2iZ423S8tJC,53,262020,"atl hip hop, atl trap, memphis hip hop, ohio hip hop, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5ebdf2995460059cfc9a40bd56b
Xscape,5z2cHsOmmmWcAPNG1oEhw0,51,1594322,"atl hip hop, contemporary r&b, girl group, hip pop, r&b, urban contemporary",atl hip hop,https://i.scdn.co/image/e40197aeda853d1d769828b7e89fa07c32029808
Crime Mob,5A7d4sfe5ZY1RRf90zlUeo,50,445019,"atl hip hop, crunk, dirty south rap, old school atlanta hip hop, southern hip hop",atl hip hop,https://i.scdn.co/image/a7945a67b47ec17ae8fa94cb933ad87720b1f63b
Zaytoven,1mceaxtjWdEmwoDVAlkC41,50,402930,"atl hip hop, melodic rap, memphis hip hop, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb1c2bd35434fb9a4873631fee
Young Scooter,4cmA2QDPdzh8W2ytpyUGes,51,567031,"atl trap, drill, southern hip hop, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5eba92577640045c4dd4d455a91
D4L,4AllEJE7mVkhhyUV6DjqPz,50,334767,"atl hip hop, crunk, dirty south rap, old school atlanta hip hop, southern hip hop",atl hip hop,https://i.scdn.co/image/8c0e6450f325451431ce7a9937ab6f80427e9443
V.I.C.,49mHZzhcsoQB1JXWv8Q9gU,48,128986,"atl hip hop, futuristic swag",atl hip hop,https://i.scdn.co/image/ab6761610000e5ebc4c59848b383be447561f493
I-20,0qziYi2GvPoLPnchRMQdxk,51,19805,atl hip hop,atl hip hop,https://i.scdn.co/image/ab67616d0000b273071e276189455ab28e0ed762
Mr. Collipark,3EtuDyQhDQYISGg1DU5qZj,48,3019,"atl hip hop, atlanta bass",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb47da4e66f00c1633c8af6187
Bankroll Fresh,7FBDXY8U17aasVTH3rgxbS,47,592999,"atl hip hop, dirty south rap, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb38a160c9f2df2cb992c6b257
Youngbloodz,2OqENqJFXPORP4BUGnu2Qq,48,598677,"atl hip hop, crunk, dirty south rap, old school atlanta hip hop",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb4b1384a6265944ab614634cb
Dem Franchize Boyz,0VKTLKamj4IH8OfQbUL0kq,48,482577,"atl hip hop, crunk, dirty south rap, southern hip hop",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb89e10c0f54c7215587643928
HoodRich Pablo Juan,1ZLO8d7zll1WeQJUHaxQer,49,529493,"atl hip hop, detroit trap, trap",atl hip hop,https://i.scdn.co/image/319cb621a68f024cd741890033a92ae114327dd0
Lil Gnar,3EIX8WuD9ybB4ruz0MSilB,50,592313,"atl hip hop, melodic rap",atl hip hop,https://i.scdn.co/image/ab6761610000e5ebb798e6e47047c4e5496b5b29
SHOP BOYZ,3v3clM1KQgVfpPjKJFPAmx,47,143420,"atl hip hop, dirty south rap, futuristic swag",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb40ab29a2c0693559043c2569
Rocko,0T5OJgMVjKIX3b3W3ekqOl,47,536244,"atl hip hop, dirty south rap, old school atlanta hip hop, trap",atl hip hop,https://i.scdn.co/image/97467afd63b54a8c7b334fc5b12d3b498f3f4c9e
London On Da Track,5Nf5yishRW9Ye174sJISkg,49,70800,atl hip hop,atl hip hop,https://i.scdn.co/image/ab6761610000e5eb412b6025ef84628ec07970d6
Kris Kross,2zrZfs23sjuHDv4E6YRmNf,51,500711,"gangster rap, hardcore hip hop, hip hop, hip pop, miami bass, old school atlanta hip hop",atl hip hop,https://i.scdn.co/image/99b90f147f450c59522dd3d8c70b7f580f96433e
F.L.Y. (Fast Life Yungstaz),0zOuQuYGGcrtDYYy3YFDMr,46,11420,"atl hip hop, futuristic swag",atl hip hop,https://i.scdn.co/image/ab6761610000e5ebde622cd9cdb76f146dd86cff
Ca$h Out,7Kp7SzuRuNiPFCy7JIwnLx,46,507252,"atl hip hop, dirty south rap, futuristic swag, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5eb9d2c92b972bd636dec656d6a
Field Mob,0Uo6kyjrbQoZBlcXsMb8Vm,46,269951,"atl hip hop, dirty south rap, old school atlanta hip hop",atl hip hop,https://i.scdn.co/image/cc5491ff832e63f08f9b51d580fb5821670e4fd0
Pastor Troy,3D04N2X2w6vUGeyG94FBaY,46,576665,"atl hip hop, crunk, dirty south rap, old school atlanta hip hop, southern hip hop, trap",atl hip hop,https://i.scdn.co/image/19abd12eb4a7fea3c2b57906a1b79e50adaae9f8
Sonny Digital,655963AgkTZeYUvCyodCIL,51,109226,atl hip hop,atl hip hop,https://i.scdn.co/image/ab6761610000e5eb0df9ae3408c58c4a4bb1a48a
CyHi,18HVMQsV3tINaTyzT5UIjH,49,217978,atl hip hop,atl hip hop,https://i.scdn.co/image/ab6761610000e5eb57637a7c3cb67b5a49dd37bc
Kilo Ali,6qbmEw8JjPrPV4HknWp0O1,55,23674,"atl hip hop, atlanta bass, old school atlanta hip hop",atl hip hop,https://i.scdn.co/image/ab67616d0000b273a5fe0374573361aeea72afa2
OJ Da Juiceman,0t5qZrvVCo9YIUT87SQrTn,45,363552,"atl hip hop, dirty south rap, old school atlanta hip hop, trap",atl hip hop,https://i.scdn.co/image/ab6761610000e5ebf63970379067126f421e090e
Unk,0PGtMx1bsqoCHCy3MB3gXA,46,226802,"atl hip hop, dirty south rap",atl hip hop,https://i.scdn.co/image/2044bdce36bb667a0a6008ba8046d6b98858acf6
